make,model,year,mileage_km,engine_cc,auction_grade,winning_bid_jpy,auction_date
Mitsubishi,Lancer Evolution,2021,36688,2000,4.3,500000,2025-09-01
Lexus,GX 460,2021,38902,2000,4.2,3364245,2024-10-04
Mazda,RX-7,2020,34682,2500,3.6,1281711,2025-09-09
Mazda,CX-9,2022,21273,2000,5.3,2238106,2024-05-31
Mazda,CX-5,2024,1000,3000,5.1,1115206,2024-10-10
Subaru,WRX STI,2019,56441,2000,3.7,636673,2024-03-01
Toyota,Land Cruiser 300,2022,26843,3500,5.0,5327634,2024-03-09
Lexus,LX 570,2016,96485,3500,3.6,992228,2024-02-20
Lexus,LX 570,2018,52458,3500,4.0,2716466,2024-05-19
Nissan,GT-R R35,2023,11106,3500,5.1,8570782,2025-03-31
Nissan,GT-R R35,2017,106342,3500,2.9,1583736,2024-11-07
Toyota,Land Cruiser 300,2020,39737,3500,4.2,4657791,2024-10-03
Honda,Accord,2023,11307,1500,4.6,2315726,2024-08-19
Nissan,Patrol,2020,36206,3500,4.3,1655719,2024-05-06
Subaru,Forester,2023,17189,2500,4.1,2091554,2025-04-09
Honda,CR-V,2020,36272,3000,4.2,1616695,2025-03-15
Honda,CR-V,2023,10566,2000,4.3,1048625,2024-09-07
Honda,NSX,2018,90186,3500,2.6,500000,2024-08-18
Mazda,CX-5,2018,50869,2000,3.4,676740,2025-03-25
Toyota,Prado,2021,42100,2000,3.8,534727,2023-10-11
Subaru,WRX STI,2019,52916,2000,4.0,907003,2023-11-23
Subaru,Outback,2022,20461,1500,4.0,1766686,2025-08-03
Mitsubishi,Lancer Evolution,2022,26413,2000,4.7,1306099,2025-08-29
Lexus,LX 600,2024,1000,3500,5.2,9863925,2024-04-13
Honda,Accord,2023,16878,2500,5.1,2709322,2024-12-02
Nissan,Patrol,2015,122733,4500,3.8,500000,2024-12-01
Subaru,WRX STI,2024,1000,2000,4.8,2480926,2023-10-23
Nissan,Patrol,2020,56288,3500,4.4,1526547,2024-10-25
Mitsubishi,Lancer Evolution,2021,42061,2000,3.8,555015,2024-02-01
Nissan,Patrol,2019,47933,3500,4.1,1324164,2025-03-17
Lexus,NX,2022,29256,3000,4.6,4395463,2024-02-04
Porsche,Macan,2023,6253,3000,5.2,5412476,2024-10-08
Toyota,Prado,2015,106449,2500,3.9,500000,2025-06-21
Nissan,GT-R R35,2021,33374,3000,3.9,2805008,2024-03-26
Nissan,GT-R R35,2016,91572,3500,3.2,966107,2024-10-24
Mitsubishi,Pajero,2021,29245,3000,4.9,1742496,2023-11-28
Mazda,CX-5,2017,89898,3000,2.9,535785,2025-07-08
Toyota,Land Cruiser 300,2023,12265,3500,4.1,6230554,2025-06-15
Mitsubishi,Outlander,2015,109824,1500,4.0,507126,2025-09-22
Honda,CR-V,2022,26020,2500,5.3,1051202,2025-04-23
Lexus,GX 460,2020,47290,2000,3.8,3673612,2025-05-27
Mitsubishi,Pajero,2020,47590,2500,3.6,992911,2024-01-26
Subaru,WRX STI,2020,39168,2000,3.6,1321339,2024-02-05
Toyota,Prado,2023,10059,2000,4.7,1823355,2024-08-16
Honda,CR-V,2022,27719,2500,4.1,1537958,2024-08-20
Lexus,GX 460,2022,27575,3000,4.8,7117843,2023-11-28
Mitsubishi,Pajero,2024,1000,2500,5.1,2402403,2025-05-15
Toyota,Land Cruiser,2023,10533,3500,5.1,3085945,2025-04-17
Mazda,CX-9,2022,17459,2000,4.2,1546326,2024-07-23
Porsche,911 Carrera,2024,3092,3800,4.5,8423219,2025-05-29
Toyota,Prado,2023,9223,1500,5.2,1606537,2024-02-02
Honda,CR-V,2022,34036,2500,3.9,1487145,2024-06-21
Honda,NSX,2023,6497,3800,4.5,2120435,2024-06-24
Nissan,Patrol,2017,88471,3500,3.5,500000,2025-06-10
Honda,CR-V,2023,16139,3000,4.2,1926242,2024-11-20
Lexus,LX 600,2017,72723,3500,3.0,1840190,2024-08-31
Porsche,Cayenne,2020,46901,2500,3.8,4364590,2025-04-08
Honda,NSX,2020,48648,3500,3.8,1287854,2025-04-27
Mitsubishi,Lancer Evolution,2018,48646,2000,3.0,843414,2024-09-03
Porsche,911 Carrera,2021,21018,3800,5.2,5925816,2024-06-03
Honda,NSX,2018,74060,3500,2.6,719114,2025-01-11
Porsche,Cayenne,2022,25062,3000,5.1,7074710,2024-12-23
Mitsubishi,Lancer Evolution,2022,24636,2500,4.2,1734202,2025-07-05
Subaru,Forester,2018,68050,1500,2.7,574382,2025-07-27
Subaru,Forester,2015,89939,1500,3.8,500000,2024-02-07
Honda,Accord,2023,8504,2000,4.4,1546761,2024-11-08
Mazda,RX-7,2022,24419,2000,4.6,2864196,2025-08-29
Honda,NSX,2024,2907,3500,4.2,1781496,2023-10-09
Lexus,GX 460,2023,10922,2000,5.1,4384768,2024-02-16
Mazda,CX-9,2019,55929,2000,4.2,1042351,2023-10-31
Porsche,Cayenne,2015,83787,1500,2.7,854243,2025-01-05
Honda,Accord,2016,108855,2500,2.6,500000,2024-08-06
Honda,Accord,2024,3419,2000,4.8,1443417,2024-12-06
Nissan,X-Trail,2021,36711,2000,4.2,802837,2025-01-19
Toyota,Land Cruiser,2021,25527,4500,5.4,3540413,2025-03-06
Toyota,Prado,2018,70242,1500,3.0,610426,2024-04-22
Honda,Accord,2016,90209,1500,3.8,500000,2025-01-22
Nissan,Patrol,2022,24245,3500,4.7,1823414,2025-06-24
Mazda,CX-5,2021,41048,2000,4.1,1483290,2023-10-07
Subaru,Forester,2024,1000,2000,4.5,1533553,2023-12-06
Honda,NSX,2023,8307,3500,4.7,3205403,2024-05-12
Lexus,LX 600,2018,68247,3500,3.2,2019383,2023-10-29
Mitsubishi,Outlander,2022,23057,2000,4.6,1673602,2024-10-22
Toyota,Prado,2023,11642,2500,4.2,969658,2024-10-13
Nissan,Patrol,2023,10420,4500,4.8,1936233,2025-10-01
Lexus,LX 570,2022,25374,4500,4.3,3632614,2024-05-27
Porsche,Macan,2015,75994,2000,3.4,1580154,2024-10-22
Lexus,GX 460,2023,5869,2000,5.5,7319400,2024-07-30
Lexus,GX 460,2018,68590,2500,2.9,1720643,2023-10-29
Mazda,CX-5,2021,42987,2500,3.7,887794,2024-10-01
Subaru,Outback,2024,1000,2500,4.8,1671440,2023-11-19
Porsche,Cayenne,2022,22911,2500,4.5,3695779,2024-03-06
Honda,Accord,2024,2153,2000,5.2,2965716,2025-09-08
Lexus,NX,2022,19614,2500,5.2,4773534,2024-10-05
Nissan,X-Trail,2023,11947,2500,5.0,1327583,2024-01-17
Honda,Accord,2022,23524,2000,4.2,811168,2024-01-04
Toyota,Land Cruiser 300,2016,106732,4500,2.6,1060482,2024-11-08
Porsche,911 Carrera,2022,17123,3000,4.6,4028281,2025-08-02
Subaru,Outback,2020,44920,2500,4.1,961829,2024-08-14
Porsche,911 Carrera,2024,2308,3000,4.3,8072589,2025-04-29
Mazda,CX-5,2021,24641,2500,4.9,1077240,2024-01-02
Lexus,NX,2021,37323,2000,3.5,3966546,2025-08-04
Toyota,Land Cruiser 300,2020,31839,3500,3.7,4605866,2024-09-21
Porsche,Macan,2020,31677,1500,4.1,2719115,2024-06-12
Porsche,Macan,2021,39086,2000,4.0,4766396,2024-01-23
Porsche,Cayenne,2020,49632,2500,4.0,4935924,2024-07-12
Mazda,RX-7,2022,18334,2500,5.4,2034938,2025-03-15
Toyota,Land Cruiser 200,2024,1000,3500,4.1,4567365,2023-10-08
Mitsubishi,Outlander,2018,55295,1500,4.0,500000,2024-01-28
Subaru,Forester,2021,35826,1500,3.7,655691,2025-04-11
Subaru,Outback,2021,30315,2500,4.1,1519601,2024-10-30
Subaru,Outback,2017,67663,1500,3.4,534791,2025-03-06
Subaru,WRX STI,2018,85973,2000,3.9,1042686,2023-11-15
Subaru,WRX STI,2017,101664,2000,3.8,606791,2025-06-30
Toyota,Land Cruiser 200,2021,43192,4500,4.1,1463139,2024-02-07
Mazda,RX-7,2018,49723,2000,3.0,1132373,2023-12-06
Honda,Accord,2022,26365,2000,4.7,1686270,2023-12-15
Honda,CR-V,2016,65995,2500,2.7,500000,2025-09-02
Mazda,RX-7,2022,21704,2500,4.9,2011207,2024-05-03
Lexus,LX 600,2017,59256,4500,3.7,2361617,2025-01-20
Porsche,Cayenne,2022,23450,2000,5.1,5837291,2024-10-01
Mitsubishi,Pajero,2024,3206,3000,4.8,1839937,2024-12-11
Honda,NSX,2016,117233,3500,3.7,500000,2024-12-11
Mazda,CX-5,2020,41641,2000,3.9,1011216,2023-12-29
Mitsubishi,Outlander,2020,38589,2000,3.5,500000,2025-03-30
Mazda,RX-7,2023,8242,2500,4.3,3070627,2025-04-05
Mazda,RX-7,2023,4801,2000,4.0,2213985,2024-08-22
Honda,NSX,2015,85660,3800,2.7,500000,2024-06-03
Porsche,911 Carrera,2016,92617,3800,3.8,1715592,2024-06-25
Mitsubishi,Outlander,2024,1000,3000,4.2,2493534,2025-03-17
Toyota,Land Cruiser,2021,37805,3500,4.2,3270236,2025-02-05
Toyota,Land Cruiser 300,2023,9943,3500,4.7,4263119,2024-12-20
Toyota,Prado,2020,50086,2000,4.0,657955,2025-08-03
Porsche,911 Carrera,2022,21924,3800,4.2,4129556,2024-11-24
Subaru,Forester,2024,2023,3000,5.3,3073989,2024-07-10
Honda,Accord,2021,28448,2000,4.6,1699768,2024-07-21
Honda,CR-V,2023,8631,2500,4.2,947111,2024-03-16
Nissan,X-Trail,2024,1000,2000,4.6,2097511,2023-11-06
Porsche,Macan,2017,60676,2000,4.0,2867596,2024-01-08
Nissan,X-Trail,2024,1000,2500,4.8,1623569,2024-06-13
Nissan,GT-R R35,2023,12872,3000,4.0,7117547,2024-02-12
Nissan,X-Trail,2022,28948,2000,4.4,1764906,2025-07-17
Lexus,LX 600,2023,5334,3500,4.3,3446709,2023-12-30
Porsche,Cayenne,2022,25903,2000,4.7,5945462,2024-01-02
Mitsubishi,Pajero,2023,14284,2000,4.5,789785,2023-12-13
Subaru,WRX STI,2020,33720,2500,4.1,2023012,2023-12-01
Mazda,RX-7,2019,53986,2000,4.2,1437907,2025-01-16
Mazda,CX-9,2023,13770,2500,5.5,1263107,2025-01-02
Lexus,NX,2022,27204,2000,5.2,8028427,2024-03-22
Porsche,911 Carrera,2022,13990,3800,5.5,7380822,2024-06-06
Honda,NSX,2021,23623,3500,4.7,1397912,2024-08-30
Porsche,Cayenne,2017,82108,2000,3.4,2466624,2024-08-22
Mitsubishi,Lancer Evolution,2021,39396,2500,3.6,951106,2024-04-14
Nissan,X-Trail,2021,32265,2000,3.5,1483199,2025-07-29
Lexus,LX 570,2018,49959,5700,2.9,2783545,2024-01-30
Toyota,Prado,2015,128512,2500,3.0,500000,2024-05-13
Mitsubishi,Lancer Evolution,2024,4675,2000,5.5,1954767,2024-08-26
Subaru,Outback,2023,7250,2000,4.3,1757022,2024-01-27
Lexus,LX 600,2021,31192,3500,4.5,5947122,2024-03-07
Nissan,X-Trail,2020,43272,3000,4.5,949185,2025-08-31
Mitsubishi,Pajero,2022,20469,2000,5.5,1609352,2023-11-30
Toyota,Land Cruiser,2024,1000,5700,5.0,4306690,2025-08-31
Subaru,WRX STI,2016,105525,2500,3.4,500000,2024-03-03
Porsche,Cayenne,2021,41202,3000,4.0,4668519,2025-06-12
Mitsubishi,Pajero,2019,58706,1500,3.5,500000,2025-08-29
Subaru,Outback,2018,68662,2000,2.9,733851,2024-04-18
Subaru,Outback,2017,103938,2000,3.6,500000,2025-02-02
Honda,CR-V,2015,107915,2500,3.2,500000,2025-09-15
Lexus,NX,2018,70473,2000,3.7,2944184,2025-05-21
Mitsubishi,Pajero,2020,43583,1500,4.2,1560467,2024-07-30
Toyota,Land Cruiser 300,2020,43603,4500,4.0,3695710,2025-02-01
Toyota,Prado,2024,1000,2000,4.4,1073449,2024-10-01
Lexus,LX 570,2017,56524,3500,4.0,2583892,2025-08-08
Lexus,LX 570,2023,9173,3500,5.3,4893309,2024-01-26
Lexus,NX,2020,49695,2000,3.7,2917244,2024-09-01
Porsche,911 Carrera,2023,6109,3500,5.1,9142818,2023-11-30
Nissan,X-Trail,2022,20553,2500,4.0,1457229,2025-06-12
Lexus,LX 600,2021,43467,4500,4.0,3730161,2023-10-07
Lexus,NX,2019,65974,2000,4.0,4307619,2024-06-18
Mitsubishi,Pajero,2022,16887,2000,4.1,1238808,2023-12-26
Honda,Accord,2016,81821,2500,3.3,613283,2024-11-06
Lexus,LX 570,2022,29251,3500,5.3,4450777,2023-10-23
Porsche,911 Carrera,2023,12397,3500,5.4,9539383,2024-11-25
Porsche,Macan,2017,57386,3000,3.2,2563714,2024-08-05
Lexus,LX 600,2021,43265,3500,4.3,3266726,2024-08-31
Subaru,Outback,2019,59363,1500,3.8,1143937,2024-05-10
Porsche,911 Carrera,2019,49655,3500,3.9,2793078,2023-12-01
Nissan,Patrol,2024,2828,3500,5.1,2596291,2023-11-04
Mitsubishi,Lancer Evolution,2024,3215,2500,4.8,1347999,2024-01-27
Mitsubishi,Pajero,2019,41919,2000,3.6,1115159,2024-03-22
Lexus,LX 600,2024,1000,3500,5.4,7589821,2024-10-25
Subaru,WRX STI,2016,76738,2000,3.0,500000,2024-12-22
Mitsubishi,Lancer Evolution,2018,87118,2000,2.9,605899,2024-11-20
Subaru,WRX STI,2023,12530,2000,4.3,1804264,2025-06-17
Toyota,Prado,2022,22789,2000,5.1,1294529,2025-05-19
Toyota,Prado,2020,48601,2000,4.3,1294724,2025-09-26
Subaru,WRX STI,2018,75445,2500,2.7,705494,2025-03-21
Porsche,Cayenne,2017,78226,2000,2.8,1942431,2025-06-29
Toyota,Land Cruiser 200,2019,68285,3500,3.0,1244588,2025-03-07
Subaru,WRX STI,2019,53898,2000,4.1,843064,2023-11-23
Mitsubishi,Outlander,2019,53820,2000,4.0,1085452,2025-03-27
Mazda,CX-9,2018,60401,3000,3.5,851431,2024-12-22
Porsche,Macan,2020,59412,2500,3.5,3886702,2023-10-27
Subaru,Outback,2023,18114,2500,4.6,780495,2023-11-26
Subaru,WRX STI,2021,31048,2000,3.8,1769667,2025-02-06
Porsche,Macan,2023,10099,2000,5.3,8616413,2024-07-14
Nissan,X-Trail,2019,53792,2000,4.3,723591,2025-09-09
Mitsubishi,Outlander,2022,27550,1500,4.2,1951287,2024-08-31
Lexus,LX 570,2023,6392,5700,4.0,6085371,2024-05-28
Mitsubishi,Pajero,2022,25067,1500,4.2,1174543,2025-03-24
Mazda,CX-5,2016,88313,2000,3.7,500000,2024-09-24
Porsche,911 Carrera,2022,23030,3500,5.0,6256376,2024-01-13
Toyota,Land Cruiser,2022,25074,4500,4.2,3798398,2025-02-21
Mazda,CX-5,2019,59760,1500,4.3,820987,2025-04-27
Lexus,LX 570,2022,17812,3500,4.9,6362919,2024-08-15
Subaru,Outback,2021,42828,3000,3.6,500000,2024-07-24
Subaru,WRX STI,2019,58595,2000,4.1,1509200,2024-03-02
Honda,NSX,2024,1000,3800,4.4,1706434,2025-04-27
Mazda,CX-5,2021,30891,2000,4.2,515155,2025-02-12
Lexus,LX 570,2020,45045,4500,3.8,2631132,2025-06-26
Mitsubishi,Outlander,2016,66775,2500,2.6,500000,2024-06-02
Porsche,Macan,2015,107213,2000,2.9,770153,2024-05-21
Honda,NSX,2023,5827,3800,4.1,2541070,2025-01-23
Mitsubishi,Pajero,2021,42722,2500,4.4,1586335,2023-10-12
Mazda,CX-9,2021,34668,2000,4.1,714512,2024-05-07
Toyota,Land Cruiser 200,2022,22078,3500,4.7,2470301,2024-03-09
Toyota,Land Cruiser 200,2023,4986,3500,5.0,2968785,2025-05-21
Nissan,X-Trail,2024,1576,2000,4.4,2286632,2023-11-25
Lexus,GX 460,2019,64624,3000,2.6,1715836,2025-07-03
Lexus,LX 600,2022,17281,4500,4.4,5530057,2025-07-13
Lexus,LX 600,2019,46348,3500,3.7,4038540,2025-02-20
Porsche,Cayenne,2017,75773,3000,2.8,1706650,2025-01-12
Subaru,Forester,2022,20964,2000,5.5,1564626,2023-10-25
Mitsubishi,Lancer Evolution,2022,16279,2000,4.7,2003173,2024-11-30
Lexus,NX,2015,124664,2000,2.8,1100610,2024-11-17
Porsche,911 Carrera,2018,62800,3000,3.8,2760201,2025-08-27
Lexus,NX,2020,54843,2000,3.7,4514218,2024-07-27
Honda,CR-V,2024,1000,1500,4.1,1834689,2024-08-07
Lexus,LX 600,2016,95748,3500,3.1,1173408,2024-01-10
Honda,NSX,2024,1000,3500,4.3,2387692,2023-11-19
Porsche,Cayenne,2020,34607,2000,4.0,2243558,2024-09-09
Toyota,Land Cruiser,2017,78234,5700,3.5,738444,2025-04-25
Mitsubishi,Pajero,2022,27437,2500,4.1,1584369,2024-10-28
Mazda,RX-7,2017,102223,2000,4.0,513292,2024-10-12
Toyota,Land Cruiser 200,2021,33021,3500,3.7,1820604,2024-04-27
Mitsubishi,Outlander,2023,10245,1500,4.1,1239818,2025-08-09
Mitsubishi,Outlander,2024,2511,1500,4.5,2132156,2025-06-12
Subaru,Outback,2018,58657,2000,3.7,869083,2024-08-15
Subaru,WRX STI,2021,26942,2500,4.9,2182153,2024-12-28
Mazda,RX-7,2015,98063,2500,3.7,509027,2024-07-05
Lexus,LX 600,2015,116669,4500,3.2,1447992,2024-09-11
Lexus,LX 600,2019,47967,3500,4.4,3749626,2025-06-12
Toyota,Land Cruiser 300,2019,62838,4500,2.7,2291165,2024-10-16
Lexus,LX 570,2020,52006,3500,3.8,4666386,2024-12-11
Toyota,Land Cruiser 200,2016,68138,4500,3.4,1005432,2023-12-21
Nissan,GT-R R35,2023,16278,3500,4.7,4515055,2024-03-30
Lexus,GX 460,2017,86350,2000,2.7,958980,2023-12-21
Lexus,GX 460,2021,28419,2000,5.1,4447678,2024-10-28
Honda,Accord,2021,42007,1500,4.5,1892511,2024-09-18
Mitsubishi,Pajero,2023,7672,1500,5.3,2445803,2023-12-18
Porsche,Macan,2024,1000,2500,4.6,6257768,2024-10-17
Toyota,Land Cruiser 300,2022,27913,5700,5.3,6068234,2024-11-29
Toyota,Land Cruiser,2019,51420,4500,3.9,2582458,2025-08-12
Mitsubishi,Lancer Evolution,2015,126482,2500,3.4,500000,2025-09-11
Mazda,CX-9,2020,58269,1500,4.2,1026329,2023-12-05
Lexus,LX 600,2016,104873,5700,4.0,2043832,2024-04-09
Lexus,GX 460,2021,26845,2500,4.1,4347706,2024-10-12
Toyota,Land Cruiser 300,2021,36721,4500,4.4,4701449,2025-09-08
Nissan,X-Trail,2022,32318,1500,4.3,1972544,2025-09-30
Lexus,GX 460,2019,53750,2500,4.2,3755444,2024-02-10
Lexus,LX 570,2019,45992,3500,3.7,2134713,2023-11-25
Subaru,Outback,2020,51596,3000,4.5,1253728,2025-07-19
Mitsubishi,Lancer Evolution,2020,40830,2000,3.9,976597,2023-10-27
Lexus,NX,2021,33702,2500,4.1,5781498,2024-04-11
Mitsubishi,Lancer Evolution,2020,56354,2500,4.2,515715,2025-04-04
Porsche,Macan,2024,1000,1500,4.6,7037637,2025-08-03
Mazda,CX-9,2024,1000,2000,4.2,1021602,2025-06-03
Toyota,Prado,2022,19206,1500,4.6,1838677,2025-07-18
Nissan,X-Trail,2020,37729,1500,3.6,963295,2024-08-20
Toyota,Land Cruiser,2022,20772,3500,4.5,3260908,2025-04-19
Mazda,CX-9,2019,64534,2000,3.4,704695,2025-03-24
Mazda,CX-9,2019,59065,2500,4.2,1178242,2025-05-22
Toyota,Land Cruiser 300,2024,1000,4500,4.8,5068755,2023-12-21
Lexus,LX 600,2016,104945,3500,3.5,1473218,2024-08-10
Toyota,Land Cruiser 200,2020,41210,3500,4.1,1520255,2024-08-17
Toyota,Prado,2016,93894,2500,2.7,500000,2023-12-28
Subaru,WRX STI,2023,8517,2500,5.0,1909555,2024-07-24
Mazda,CX-9,2019,68637,1500,3.4,830638,2024-06-26
Lexus,NX,2018,75962,2000,3.7,1951155,2024-02-04
Honda,NSX,2023,12248,3500,5.4,1900222,2024-10-25
Toyota,Land Cruiser 200,2022,14078,3500,5.2,2609137,2024-01-25
Toyota,Land Cruiser 200,2018,75629,5700,3.4,1369744,2024-11-22
Honda,NSX,2023,10937,3800,5.0,1448395,2025-06-08
Toyota,Land Cruiser 300,2016,66165,4500,3.8,1547594,2024-08-23
Nissan,GT-R R35,2015,132741,3800,3.4,820418,2025-08-07
Mazda,RX-7,2015,90136,2500,3.2,500000,2024-07-17
Nissan,X-Trail,2023,16882,2500,5.5,2843859,2024-08-12
Nissan,GT-R R35,2023,8680,3800,4.4,3223507,2024-06-01
Toyota,Land Cruiser,2017,67196,3500,3.7,805336,2023-10-31
Lexus,LX 570,2018,86182,4500,4.0,3570651,2025-08-12
Mazda,RX-7,2020,51228,2000,4.3,1530449,2025-03-29
Honda,CR-V,2023,12196,2000,5.4,1352438,2024-09-14
Lexus,LX 600,2024,2868,4500,4.9,5332152,2024-08-10
Porsche,Macan,2018,75587,2500,3.4,2095892,2024-01-04
Porsche,911 Carrera,2017,65756,3500,3.2,1914003,2024-05-26
Mazda,CX-9,2015,83539,2000,2.7,500000,2025-10-03
Toyota,Land Cruiser 300,2018,62929,4500,2.7,1471764,2025-06-12
Porsche,911 Carrera,2023,8160,3500,4.8,3644412,2025-03-01
Mazda,RX-7,2022,17875,2000,5.1,2561599,2024-12-04
Nissan,GT-R R35,2019,55556,3500,4.1,2025346,2025-06-06
Mazda,CX-9,2022,24947,2500,5.3,1015954,2024-04-27
Toyota,Land Cruiser 200,2024,3140,3500,4.8,3723362,2025-07-24
Subaru,Outback,2024,1000,2000,5.3,3032698,2025-04-20
Porsche,Macan,2018,63550,2500,3.4,1293173,2025-03-07
Porsche,Macan,2015,86493,1500,2.8,1339303,2024-06-11
Subaru,WRX STI,2022,22976,2500,5.0,2969266,2025-05-08
Nissan,X-Trail,2024,3034,1500,5.3,2199276,2025-09-21
Porsche,Cayenne,2020,37942,2500,4.0,2717529,2024-05-16
Porsche,911 Carrera,2021,46051,3800,4.3,3728899,2024-09-08
Nissan,Patrol,2023,16461,5700,4.3,684777,2024-09-20
Nissan,X-Trail,2017,82192,3000,3.2,556422,2024-11-17
Toyota,Land Cruiser 300,2015,100791,3500,2.8,1142918,2024-09-20
Subaru,Outback,2020,36540,2500,3.8,1245532,2025-04-12
Mitsubishi,Pajero,2020,53366,2500,3.5,1092383,2023-12-04
Honda,Accord,2022,18340,2000,4.3,1218105,2024-10-30
Honda,CR-V,2023,15842,2000,4.5,1892722,2023-12-22
Nissan,GT-R R35,2023,15293,3000,5.5,5279499,2024-07-01
Mitsubishi,Outlander,2016,85683,2000,3.4,592844,2025-06-13
Lexus,NX,2019,38690,2500,4.0,1970428,2024-11-05
Honda,Accord,2020,40821,2500,3.8,500000,2025-03-03
Subaru,WRX STI,2021,33771,2500,4.4,2205865,2024-05-19
Lexus,NX,2018,71539,2500,3.2,1416439,2024-10-18
Mazda,RX-7,2021,38665,2000,4.4,1659350,2024-06-20
Porsche,Cayenne,2020,51052,2000,4.1,2916776,2025-09-07
Subaru,Outback,2021,38287,2500,3.7,500000,2025-01-07
Toyota,Land Cruiser 200,2019,45312,3500,3.8,2421566,2024-09-13
Lexus,GX 460,2017,76524,1500,3.9,1234003,2024-04-09
Subaru,WRX STI,2020,38694,2500,3.8,1336290,2024-08-16
Mazda,CX-9,2018,86852,2000,2.6,500000,2025-03-24
Nissan,X-Trail,2019,56075,2000,4.2,500000,2024-04-19
Honda,NSX,2022,16349,3000,4.3,2142936,2023-11-29
Mazda,CX-9,2021,44011,1500,3.6,544424,2024-09-05
Honda,Accord,2021,40501,3000,3.9,979304,2025-04-25
Mitsubishi,Lancer Evolution,2021,35358,2500,3.5,890429,2025-08-27
Subaru,WRX STI,2021,29072,2500,4.7,2198191,2025-05-23
Porsche,911 Carrera,2023,15385,3800,5.3,5297116,2025-02-03
Porsche,911 Carrera,2018,70506,3500,3.7,3133918,2024-02-13
Honda,NSX,2019,46003,3500,4.2,871576,2024-10-25
Subaru,WRX STI,2022,23739,2500,5.2,3368445,2024-03-18
Mitsubishi,Outlander,2023,11852,2500,5.1,2205845,2024-05-03
Mitsubishi,Lancer Evolution,2022,18495,2500,4.8,1084386,2023-10-25
Honda,Accord,2020,45806,1500,4.0,500000,2024-12-18
Toyota,Land Cruiser 300,2021,33075,3500,4.4,2699515,2024-09-27
Porsche,Cayenne,2022,26205,2500,4.8,3301423,2025-05-29
Lexus,NX,2021,37734,1500,4.0,4087708,2025-07-28
Nissan,Patrol,2024,1000,4500,4.2,2066934,2024-09-09
Porsche,Macan,2022,19200,2500,5.0,7981321,2025-09-23
Toyota,Land Cruiser 300,2021,28770,3500,5.1,6116684,2024-03-20
Mazda,CX-9,2018,55353,1500,2.8,500000,2024-10-07
Mitsubishi,Outlander,2019,68697,2000,2.8,696212,2025-02-13
Toyota,Land Cruiser 200,2020,35441,5700,4.0,1559435,2024-08-18
Lexus,GX 460,2015,117739,2500,3.5,1166720,2024-11-25
Mitsubishi,Pajero,2022,22317,2000,4.4,1263098,2025-01-16
Mazda,CX-5,2020,38912,2500,3.8,619201,2024-06-18
Honda,Accord,2022,25083,2000,5.3,2539630,2024-09-23
Nissan,GT-R R35,2022,27457,3800,5.2,8334884,2024-04-15
Honda,NSX,2022,21191,3800,4.5,2733915,2024-07-05
Lexus,LX 570,2016,83726,3500,3.8,2182560,2024-10-13
Nissan,Patrol,2022,21739,3500,4.5,750456,2025-07-30
Lexus,LX 570,2021,36069,3500,3.9,2419069,2023-10-17
Nissan,X-Trail,2024,1000,2000,5.3,2645617,2023-10-24
Nissan,Patrol,2022,27871,3500,4.9,2180239,2023-11-27
Toyota,Land Cruiser 300,2019,71688,3500,2.5,1638246,2025-03-03
Toyota,Prado,2023,5835,1500,5.4,2741233,2024-09-27
Nissan,Patrol,2021,28409,3500,5.2,782332,2024-07-10
Toyota,Land Cruiser 300,2021,26373,4500,4.9,6048149,2024-12-29
Subaru,Forester,2018,76751,2000,2.8,765034,2025-04-22
Nissan,X-Trail,2022,15259,2500,4.1,1088568,2025-05-07
Mazda,RX-7,2024,1000,2000,5.1,2029792,2025-06-17
Mitsubishi,Outlander,2017,89847,2000,2.8,500000,2024-06-14
Toyota,Prado,2024,1513,2000,4.2,1767428,2024-02-21
Nissan,Patrol,2017,84468,3500,2.7,500000,2025-05-06
Lexus,NX,2023,4846,2500,5.3,8340059,2023-10-30
Porsche,Macan,2024,1000,2000,4.9,4591737,2024-01-03
Lexus,GX 460,2017,89926,1500,3.4,2400960,2024-02-13
Toyota,Land Cruiser 300,2023,14453,3500,4.2,7527140,2025-08-07
Subaru,Forester,2015,91508,2000,3.3,500000,2024-09-21
Subaru,WRX STI,2021,28430,2500,4.4,2273886,2024-03-23
Subaru,Outback,2022,14116,2500,4.2,797187,2024-05-31
Mazda,RX-7,2021,36087,2500,3.5,1920815,2025-04-18
Mazda,CX-5,2018,54843,3000,2.8,500000,2025-04-15
Mazda,RX-7,2021,42766,2000,4.1,1926799,2025-02-08
Subaru,WRX STI,2016,93273,2500,3.1,614049,2025-09-18
Subaru,WRX STI,2018,61837,2000,2.9,500000,2024-03-01
Mazda,CX-5,2023,10466,1500,4.1,1513783,2024-10-20
Mitsubishi,Pajero,2021,33935,2000,4.2,1154419,2024-07-17
Nissan,GT-R R35,2019,64406,3800,3.8,3922367,2024-09-25
Honda,Accord,2021,40126,2000,3.5,760204,2025-05-11
Lexus,GX 460,2022,29440,3000,4.1,2873525,2024-02-08
Mazda,RX-7,2022,18553,2500,4.3,1483236,2025-06-26
Porsche,911 Carrera,2019,71826,3000,3.5,1650036,2024-12-11
Toyota,Land Cruiser,2016,113973,3500,3.8,1210900,2024-03-25
Mitsubishi,Lancer Evolution,2016,100266,2000,2.9,500000,2024-10-31
